trip_purpose,passanger,weather_condition,ambient_temp,time_block,offer_validity,customer_gender,age_group,marital_status,household_children_flag,education_level,employment_type,income_band,vehicle_class,accepted_flag,behavioral_index,segment_flag,activity_score,risk_index,recency_score,id
No Urgent Place,Friend(s),Snowy,29.004088501102423,10PM,1d,Female,26,Single,0.050994457505207064,Graduate degree (Masters or Doctorate),Education&Training&Library,$87500 - $99999,,0,-0.29224279857940044,1,0.1767714057472797,1.0417782628359895,0.583074502252915,8430
Work,Alone,Sunny,80.61274233577717,7AM,1d,Female,50plus,Divorced,0.00874920582816255,Graduate degree (Masters or Doctorate),Computer & Mathematical,$37500 - $49999,,1,0.21930499864444744,2,0.39374638416888347,1.2658573911915436,0.35184267526530744,8431
No Urgent Place,Kid(s),Sunny,79.31788568373773,10AM,1d,Female,31,Married partner,1.0235918002722149,Some college - no degree,Office & Administrative Support,$37500 - $49999,,1,-1.427194748260184,1,0.16241236928332428,0.11004022516321033,0.5335568431351809,8432
No Urgent Place,Friend(s),Snowy,56.27888331112723,2PM,2h,Female,46,Married partner,-0.006634235898917763,Some college - no degree,Arts Design Entertainment Sports & Media,$25000 - $37499,,0,-1.0600075309328718,2,0.39277189069787694,1.432721903837658,0.7936569480524823,8433
Work,Alone,Snowy,29.217122567416332,7AM,1d,Female,31,Unmarried partner,1.0261192510964146,Graduate degree (Masters or Doctorate),Life Physical Social Science,$50000 - $62499,,1,-0.6529644772197751,2,0.3591775894020639,0.754647583767574,0.7604250386545489,8434
Work,Alone,Rainy,55.583546844983964,7AM,2h,Female,21,Single,-0.0097010315135521,Associates degree,Healthcare Support,$25000 - $37499,,0,-0.46257544401859224,0,0.0237232086210285,1.0545450737313042,0.955407964942752,8435
Home,Alone,Sunny,54.473104821448004,6PM,1d,Male,21,Single,-0.028255946664076728,Some college - no degree,Sales & Related,$100000 or More,crossover,0,-1.5724931500887716,1,0.3949592895655924,0.54619932361111,0.2514720890216936,8436
No Urgent Place,Friend(s),Sunny,55.5730661633626,2PM,1d,Female,26,Single,-0.04997241717346584,Some college - no degree,Food Preparation & Serving Related,$25000 - $37499,,1,-0.09946374317525283,3,0.1532220641057234,1.2350353179700797,0.11784804561013384,8437
No Urgent Place,Friend(s),Sunny,79.41146096445031,2PM,1d,Male,26,Single,0.004857348859680894,Bachelors degree,Unemployed,$62500 - $74999,,0,0.24354130514377687,0,0.514162226315081,1.7425243275804703,0.06537874661391407,8438
Work,Alone,Snowy,56.9335998003755,7AM,1d,Female,21,Single,-0.03096532637007276,Bachelors degree,Life Physical Social Science,$62500 - $74999,,0,1.8917869727141376,0,0.17730661346278695,3.2226243749262498,0.344692751596372,8439
Work,Alone,Sunny,52.18439550526556,7AM,2h,Female,31,Married partner,0.9882705034889627,Some college - no degree,Life Physical Social Science,$50000 - $62499,,0,-0.8537685220400709,1,0.34129545116777743,1.3155018102479639,0.23569945861288988,8440
Work,Alone,Sunny,80.72493319404428,7AM,1d,Male,21,Single,-2.7897251065882616e-05,Some college - no degree,Farming Fishing & Forestry,Less than $12500,,1,-1.1691531238839756,0,0.4430635672268376,0.22376748530522098,0.7141184575534861,8441
Home,Alone,Snowy,31.42697858128067,10PM,1d,Female,31,Single,0.054901669600109726,Bachelors degree,Education&Training&Library,$25000 - $37499,,0,0.7087257789354217,2,0.13409641093136582,0.19112858185635612,0.1823378494205279,8442
No Urgent Place,Friend(s),Sunny,81.72085740663621,10AM,1d,Female,31,Single,-0.000656615142330597,Bachelors degree,Healthcare Support,$25000 - $37499,,1,-0.22690041230677785,3,0.7154769126554467,1.7096541885107808,0.20262501824383128,8443
Home,Alone,Sunny,56.38873552041648,6PM,2h,Male,21,Single,-0.006741886998957278,High School Graduate,Unemployed,Less than $12500,,0,0.3782442256307768,2,0.5153452608610682,3.7022117009501465,0.9309039630509233,8444
No Urgent Place,Friend(s),Sunny,81.05038197791741,2PM,2h,Female,31,Divorced,0.011804477915077306,Some college - no degree,Arts Design Entertainment Sports & Media,$100000 or More,,0,0.9778982787096984,2,0.18017535128071574,0.2250132502339952,0.3757676514509598,8445
No Urgent Place,Partner,Sunny,80.62025376289631,10AM,1d,Female,21,Unmarried partner,-0.03512820028036984,High School Graduate,Student,$25000 - $37499,,1,0.33254306613384343,0,0.1064504645588377,0.3505917374709329,0.6007978264453722,8446
No Urgent Place,Alone,Snowy,28.549700057640926,10PM,1d,Female,31,Married partner,-0.02015094354424179,Some college - no degree,Computer & Mathematical,$100000 or More,,0,-0.4701245601082137,0,0.28827727541413156,0.23059098666049255,0.4837089932038202,8447
Work,Alone,Sunny,78.53755303919583,7AM,1d,Female,31,Unmarried partner,0.006564649363493492,Some High School,Computer & Mathematical,$12500 - $24999,do not drive,1,0.4404462286076336,0,0.3477725204596266,1.9616770195505888,0.6335660682736306,8448
No Urgent Place,Alone,Sunny,79.9302062454898,10AM,2h,Female,26,Unmarried partner,-0.029879822924935125,High School Graduate,Healthcare Support,$25000 - $37499,,0,1.879822127975912,2,0.34599638062185734,1.475792097846928,0.3493226211154735,8449
Home,Alone,Sunny,54.257053375541716,6PM,2h,Female,50plus,Married partner,0.007166173046207652,Bachelors degree,Retired,$62500 - $74999,,0,0.6782637858461393,3,0.29971744069458656,1.0028208956115026,0.8749154044137828,8450
No Urgent Place,Alone,Sunny,79.6472841035456,10AM,1d,Female,31,Married partner,0.029722035395144803,Some High School,Arts Design Entertainment Sports & Media,$100000 or More,,0,0.8401234793183502,2,0.07597047023413193,0.42932707061227426,0.4786753523704219,8451
Work,Alone,Snowy,32.326093008669446,7AM,1d,Male,31,Married partner,1.0208876480076654,Some college - no degree,Protective Service,$100000 or More,,1,-0.53641994857395,0,0.10028642532136557,2.6471271921478374,0.7520240601125918,8452
Work,Alone,Sunny,81.57923677328864,7AM,2h,Female,26,Single,0.9826944619440927,Some college - no degree,Office & Administrative Support,$37500 - $49999,Car that is too old to install Onstar :D,0,0.0693732889494005,3,0.27313433989678165,1.1902775942365693,0.8598968691038661,8453
Home,Partner,Sunny,31.703962641246083,10PM,2h,Female,21,Unmarried partner,1.0064099312267838,Graduate degree (Masters or Doctorate),Computer & Mathematical,$75000 - $87499,,1,1.1695227955936474,0,0.17552422189211828,0.48758149472777496,0.4670116814972416,8454
No Urgent Place,Friend(s),Sunny,56.047253202504585,10PM,1d,Male,31,Married partner,0.9707260173038084,Bachelors degree,Computer & Mathematical,$75000 - $87499,,1,0.009332772433164991,3,0.5520075509762176,2.5553515964046243,0.4451268290664674,8455
Work,Alone,Sunny,55.97116229931495,10AM,1d,Male,46,Married partner,1.004907404755243,Bachelors degree,Transportation & Material Moving,$87500 - $99999,,0,1.3118820516716818,2,0.25111875965177727,1.0179219565852482,0.21823849993639066,8456
Home,Partner,Snowy,79.84038892368156,7AM,1d,Male,26,Married partner,0.05443895631821045,Graduate degree (Masters or Doctorate),Architecture & Engineering,$100000 or More,,1,-0.660002348386783,3,0.20016957925728854,0.5967689517357854,0.96315392699908,8457
No Urgent Place,Friend(s),Snowy,31.121960154188884,10PM,1d,Female,50plus,Divorced,1.0142249433005215,Bachelors degree,Retired,Less than $12500,,1,-0.3527260332903636,1,0.33458921523156604,0.48958540247184973,0.009041631074137801,8458
No Urgent Place,Alone,Sunny,56.237895994668285,10AM,2h,Male,21,Single,0.034174045413727594,Some college - no degree,Student,$12500 - $24999,,1,1.501333038655516,1,0.09576458516939002,0.37942792847789397,0.5567202223682162,8459
Home,Alone,Sunny,54.90696075797709,10PM,1d,Male,36,Married partner,1.0198570794518504,Associates degree,Management,$87500 - $99999,,0,0.48814304456670116,2,0.18554926358280835,0.39689057175797293,0.2978437641484405,8460
No Urgent Place,Kid(s),Sunny,79.46027469830807,2PM,1d,Female,50plus,Married partner,1.0028173906427198,Bachelors degree,Education&Training&Library,$50000 - $62499,,0,0.5923928239781383,3,0.3978896775889417,0.736207569997743,0.407856214266617,8461
No Urgent Place,Friend(s),Sunny,56.09597547484381,10PM,2h,Female,21,Unmarried partner,0.009902826712081892,Bachelors degree,Unemployed,$37500 - $49999,,0,-0.3452730070894652,3,0.16684192982307858,0.6854991634033836,0.9589858594952707,8462
Home,Kid(s),Snowy,78.78487301175277,2PM,2h,Female,21,Married partner,1.0101514207558673,Some college - no degree,Unemployed,$25000 - $37499,,1,-1.3057550421076016,3,0.2914277697288961,1.3664594203141296,0.1009925487889256,8463
No Urgent Place,Kid(s),Sunny,79.55341188925566,10AM,1d,Male,41,Married partner,0.9798324010657551,Graduate degree (Masters or Doctorate),Architecture & Engineering,$100000 or More,,0,0.1611082132206486,2,0.41066954669226485,1.3820320691732768,0.14030349325713398,8464
Work,Alone,Snowy,30.651155861952518,7AM,1d,Female,41,Widowed,0.9829638662373937,Some college - no degree,Office & Administrative Support,Less than $12500,,1,-1.7854844605146076,3,0.07802896699642478,0.6539434952497795,0.5752627738898721,8465
Home,Alone,Rainy,53.94900388194704,10PM,2h,Female,50plus,Married partner,0.9793700142221866,High School Graduate,Sales & Related,$37500 - $49999,,0,-1.2921642912973528,3,0.26288863737741514,1.237939108989322,0.13231237439521826,8466
Home,Alone,Sunny,56.10824347212671,10PM,1d,Male,below21,Single,-0.0315827835235166,Some college - no degree,Student,Less than $12500,,1,-0.20627686005810467,2,0.3070437204025896,0.49428942682186866,0.4104411416364515,8467
No Urgent Place,Friend(s),Sunny,53.21192460646841,2PM,2h,Female,36,Single,0.00996065108513756,High School Graduate,Education&Training&Library,Less than $12500,,0,-0.8366712975850666,3,0.22344348337625122,0.4406583620139555,0.893343297474195,8468
No Urgent Place,Friend(s),Sunny,82.05709406732552,6PM,2h,Female,31,Single,-0.0024327685089443447,High School Graduate,Computer & Mathematical,$25000 - $37499,,0,-0.7459764679899661,0,0.19389393071521155,2.2500838439521478,0.7735734924051676,8469
No Urgent Place,Kid(s),Sunny,55.004238921948655,2PM,1d,Female,26,Unmarried partner,-0.04810589546529352,Associates degree,Office & Administrative Support,$12500 - $24999,,1,1.475120933893404,0,0.3363395856015524,0.9177723280857574,0.014780659170711585,8470
No Urgent Place,Friend(s),Sunny,79.94139354592478,10AM,2h,Male,21,Single,1.006859622911736,Bachelors degree,Healthcare Support,$25000 - $37499,,1,1.6102216353147778,2,0.01901672514819503,1.2150833793207658,0.5755789895935346,8471
Home,Alone,Sunny,80.23335104128705,10PM,1d,Male,26,Single,0.033014978949753505,Some college - no degree,Student,$87500 - $99999,,1,0.5395518353914395,0,0.5475187727193584,0.7754186518564748,0.009914797560198974,8472
No Urgent Place,Friend(s),Sunny,78.30042729020687,10AM,2h,Female,31,Married partner,0.01538231129702009,Some college - no degree,Computer & Mathematical,$100000 or More,,0,-2.309477083493715,1,0.1363348876936618,2.944762849523688,0.02014191705869095,8473
No Urgent Place,Alone,Sunny,78.39960448657759,10AM,2h,Female,below21,Widowed,0.9876088528769807,Associates degree,Healthcare Support,$12500 - $24999,,0,-0.8497243323688021,2,0.23530238195187445,0.794787223902956,0.3147473038451457,8474
Home,Alone,Sunny,54.35609727862939,6PM,2h,Female,50plus,Single,-0.026336046031659212,Graduate degree (Masters or Doctorate),Transportation & Material Moving,Less than $12500,,1,-0.25833566508172334,2,0.38748416190407675,0.4410835743539938,0.25412796979036034,8475
No Urgent Place,Alone,Sunny,78.41720204786989,10AM,2h,Male,26,Unmarried partner,0.02061208578547868,Graduate degree (Masters or Doctorate),Healthcare Practitioners & Technical,$25000 - $37499,,0,-0.8521358782881316,0,0.1790902817926115,0.7523154188203656,0.7722901967333202,8476
No Urgent Place,Friend(s),Sunny,27.493449385517767,10PM,2h,Female,31,Single,0.004560384560236417,Some college - no degree,Computer & Mathematical,$100000 or More,,1,0.46854458775030805,2,0.13553009656714757,2.0591829238722696,0.3514535180143107,8477
No Urgent Place,Kid(s),Sunny,79.93068198800786,7AM,2h,Female,26,Married partner,0.9558495663728483,Bachelors degree,Architecture & Engineering,$37500 - $49999,,1,0.4617853176441727,3,0.3873680614924302,1.2097614122445626,0.9301878243645213,8478
No Urgent Place,Alone,Sunny,80.1948726285742,2PM,1d,Female,41,Divorced,1.0258745659692727,Some High School,Unemployed,$62500 - $74999,,1,1.100670628529913,3,0.09577641454624393,1.8054486775683476,0.9649883839665505,8479
No Urgent Place,Friend(s),Sunny,30.779476100664443,10AM,2h,Male,26,Single,-0.003671304345099844,Bachelors degree,Unemployed,$62500 - $74999,,1,-0.12644453661349855,1,0.31419186841524366,2.185450031922492,0.7448184470179674,8480
No Urgent Place,Kid(s),Sunny,54.18485987847734,2PM,1d,Male,50plus,Unmarried partner,1.0296134780883452,High School Graduate,Personal Care & Service,$100000 or More,,1,-0.27138748162589194,2,0.512902721909643,1.6716195874790185,0.09907919132844889,8481
Work,Alone,Sunny,55.723368888270514,7AM,1d,Female,below21,Unmarried partner,0.00481059972405324,Graduate degree (Masters or Doctorate),Food Preparation & Serving Related,$25000 - $37499,,1,1.1129417723674733,2,0.08105843140691917,0.5759918501018705,0.0739992875900437,8482
Home,Alone,Sunny,81.72687854837905,6PM,2h,Male,26,Single,0.008615604578011964,Some college - no degree,Education&Training&Library,$100000 or More,,1,-0.37305666974753426,0,0.24016250103215617,1.3736977193843367,0.401034854200524,8483
No Urgent Place,Friend(s),Sunny,81.62602903634219,10AM,2h,Female,50plus,Married partner,0.024688582770070897,Some college - no degree,Healthcare Support,$25000 - $37499,,1,0.05650813726875336,0,0.23926460468006536,2.983502234148513,0.35347972223717217,8484
No Urgent Place,Friend(s),Sunny,29.425534726960016,10PM,1d,Male,46,Married partner,0.003477150048336654,Some college - no degree,Unemployed,$12500 - $24999,,1,1.0310117469169209,0,0.26053313503022246,0.554810080007569,0.24647283641440676,8485
Work,Alone,Sunny,79.16136646228478,7AM,2h,Female,50plus,Widowed,0.9924076350353229,Associates degree,Healthcare Support,$12500 - $24999,,0,-0.8831847185064754,0,0.2639335335800674,0.9429348386034624,0.5422639108442763,8486
No Urgent Place,Alone,Rainy,53.42807380320169,10AM,1d,Female,50plus,Married partner,0.9831069002173906,High School Graduate,Sales & Related,$37500 - $49999,,0,-0.00933603504671335,1,0.1537556816060647,1.314887188161851,0.3673649163949628,8487
Work,Friend(s),Sunny,78.72746228061659,7AM,1d,Male,46,Unmarried partner,0.03082181453391565,Some college - no degree,Transportation & Material Moving,$12500 - $24999,,1,-1.0999376928653497,1,0.2549970085895415,1.1612206457363128,0.4851554182342055,8488
No Urgent Place,Friend(s),Sunny,81.0511592774375,10PM,1d,Male,26,Single,1.0007156822757515,Some college - no degree,Sales & Related,Less than $12500,,0,-0.05316788173733131,0,0.28291221840468,0.273540178839821,0.7627869728690446,8489
No Urgent Place,Kid(s),Sunny,54.375615403368634,6PM,1d,Male,31,Married partner,1.0341374300704536,Bachelors degree,Management,$50000 - $62499,,0,-0.20434838148083037,2,0.2722530798842425,2.1004755359618206,0.2117595147880521,8490
Work,Alone,Sunny,78.25960859037218,7AM,1d,Male,26,Married partner,0.9983252155796553,Some college - no degree,Computer & Mathematical,$87500 - $99999,,1,-0.47250100198433004,3,0.15996144545262211,0.4416895114062105,0.8433951693642028,8491
Home,Alone,Sunny,79.65230220669108,10PM,1d,Male,21,Single,-0.018398890744943042,Some college - no degree,Business & Financial,Less than $12500,,1,-0.6987184871291516,1,0.1173476785016911,0.5144032948253248,0.4401023886713544,8492
Work,Alone,Rainy,53.00880411428648,7AM,2h,Female,41,Married partner,0.9969800224518488,Bachelors degree,Arts Design Entertainment Sports & Media,$37500 - $49999,,0,-0.9095125008923395,2,0.6327327372978406,0.9239684157042443,0.31125936529302933,8493
Home,Kid(s),Snowy,29.128150263092163,10PM,2h,Female,21,Married partner,-0.015551480513875568,High School Graduate,Office & Administrative Support,$12500 - $24999,crossover,0,-1.0569582386597673,2,0.23170970595132467,0.43922002710924096,0.13137863857389187,8494
No Urgent Place,Alone,Sunny,54.63537922313235,2PM,2h,Female,26,Married partner,1.0098572332098663,Some college - no degree,Unemployed,Less than $12500,,1,-0.2550886264615742,1,0.3583635020503538,2.0762702623474505,0.8420279407359601,8495
Work,Kid(s),Snowy,79.30664871214773,2PM,1d,Female,31,Married partner,1.0080009183039809,Bachelors degree,Sales & Related,$75000 - $87499,,1,-1.102577629564337,0,0.43188182327243013,1.6134515234259854,0.6673500713232867,8496
No Urgent Place,Friend(s),Sunny,54.29371589896673,2PM,1d,Male,50plus,Unmarried partner,0.9723849252510659,Bachelors degree,Personal Care & Service,$100000 or More,Car that is too old to install Onstar :D,0,0.9706798035824856,2,0.3590340149075453,1.8327974073139113,0.8750258143575557,8497
Home,Alone,Sunny,79.77294508380346,10PM,1d,Female,26,Married partner,1.042445911359524,Some college - no degree,Unemployed,$25000 - $37499,,0,0.8861447608006642,3,0.19413641335901455,0.8513878720356388,0.6926209198565082,8498
Home,Alone,Sunny,54.90750377228089,6PM,2h,Female,31,Married partner,0.9984274857907669,Bachelors degree,Life Physical Social Science,$37500 - $49999,,0,-0.6170621410481543,1,0.24576731894427487,0.444515058775296,0.8468302298123626,8499
No Urgent Place,Alone,Sunny,79.62537144187324,2PM,2h,Female,50plus,Single,-0.016904373831552848,Graduate degree (Masters or Doctorate),Production Occupations,$12500 - $24999,,0,-1.487921716640352,2,0.629856702019383,1.008956263353843,0.58003032005671,8500
Work,Alone,Sunny,52.30911973021974,7AM,1d,Male,36,Married partner,0.9895048657201974,Associates degree,Management,$87500 - $99999,Mazda5,1,-0.2907424585842594,1,0.16800366462139485,0.908433474112858,0.7645232416782908,8501
Home,Alone,Sunny,53.727135040273396,7AM,2h,Male,26,Single,-0.03653571463986734,Bachelors degree,Office & Administrative Support,$50000 - $62499,,0,-0.17624012181307522,2,0.10162465729150882,3.4152797381977127,0.7584407076305197,8502
Home,Alone,Sunny,79.80442404482243,6PM,1d,Female,50plus,Widowed,1.0082418101897188,Associates degree,Architecture & Engineering,$12500 - $24999,,0,-0.48106968939174216,3,0.5261833629380124,0.4883732377618302,0.5565931925330009,8503
No Urgent Place,Alone,Rainy,52.7528146126243,10AM,1d,Male,21,Married partner,-0.039772710122287655,Some college - no degree,Student,Less than $12500,,1,-0.8834463261677126,2,0.44942213431316946,1.07342897107,0.9456913615820463,8504
No Urgent Place,Alone,Sunny,79.61114188119059,7AM,2h,Male,41,Married partner,-0.014868529624314926,Graduate degree (Masters or Doctorate),Management,$100000 or More,,1,0.2989659737710078,2,0.3462632099977333,0.6093435762438237,0.9514047808929823,8505
Home,Alone,Sunny,80.95586609320792,10PM,1d,Female,50plus,Single,0.05915287582188013,High School Graduate,Management,$37500 - $49999,Scooter and motorcycle,0,-0.39015588649647803,1,0.22572457057535938,0.7670259112707865,0.29812446806266424,8506
Home,Alone,Sunny,55.302957740086825,6PM,2h,Male,26,Unmarried partner,0.9976229181274703,Some college - no degree,Transportation & Material Moving,$12500 - $24999,,0,-0.09475147893083985,0,0.2688226523029762,0.2751832334599347,0.6823447267730107,8507
No Urgent Place,Alone,Sunny,80.44455409323089,10AM,2h,Male,36,Single,1.0146063201434652,Bachelors degree,Retired,$37500 - $49999,,1,0.38376032234159574,1,0.010061381571994042,0.9826061935181709,0.1436694530231054,8508
Work,Alone,Sunny,80.2048120276889,7AM,2h,Female,41,Unmarried partner,0.9983391217836961,Some college - no degree,Office & Administrative Support,$37500 - $49999,,1,1.7125545273799543,3,0.41991560630622793,1.730019247188229,0.35374519644857993,8509
Home,Alone,Sunny,55.617941664001805,6PM,2h,Female,21,Single,-0.013080096476363951,Bachelors degree,Student,$100000 or More,,0,-0.22116033179597436,3,0.5490176885445098,2.3778246526025915,0.19812147682306047,8510
No Urgent Place,Partner,Rainy,54.69646028771137,2PM,2h,Female,21,Married partner,-0.00210824960608574,Some college - no degree,Healthcare Support,$12500 - $24999,Car that is too old to install Onstar :D,1,0.017963113066847503,3,0.6049401520195092,0.7789047614766907,0.7641487513924361,8511
No Urgent Place,Kid(s),Sunny,79.26803450553965,10AM,2h,Female,31,Married partner,1.0175320822186602,Bachelors degree,Business & Financial,$62500 - $74999,,1,0.14441110881976066,1,0.21721180588731884,0.8088312040791308,0.5244158763651142,8512
No Urgent Place,Kid(s),Snowy,56.35433944919838,6PM,2h,Male,31,Married partner,1.0041456059458331,Graduate degree (Masters or Doctorate),Installation Maintenance & Repair,$62500 - $74999,crossover,0,-1.2592804227630283,2,0.24243521237998472,0.4465973834157789,0.4195137127403785,8513
Work,Alone,Sunny,57.68016890662202,7AM,1d,Female,21,Married partner,0.9836842143395723,Associates degree,Unemployed,$50000 - $62499,,1,-0.14306970566909072,3,0.38050783549059586,1.9413831990698658,0.7747389545617459,8514
No Urgent Place,Friend(s),Sunny,54.34198728154228,2PM,1d,Male,21,Single,-0.0034488943033704066,Some college - no degree,Student,Less than $12500,,1,0.6126184769667371,0,0.45421750624310725,0.3080165943590984,0.4495806970620465,8515
No Urgent Place,Alone,Sunny,81.01615018929843,6PM,2h,Male,21,Married partner,0.0003586193967572611,Some college - no degree,Computer & Mathematical,$100000 or More,,0,0.3189097739923786,3,0.2519742278919339,0.6314740380513796,0.5602273386402553,8516
Work,Alone,Sunny,79.96536269569266,7AM,2h,Female,50plus,Divorced,1.0356041305329513,Graduate degree (Masters or Doctorate),Community & Social Services,$100000 or More,,0,-0.46702737989103665,2,0.34408602339722894,1.6172520638285393,0.6055440173441778,8517
No Urgent Place,Alone,Sunny,81.35982510484884,2PM,1d,Female,50plus,Married partner,1.0024737505067562,Some college - no degree,Education&Training&Library,$50000 - $62499,crossover,1,-0.8783629917835182,1,0.255931842160695,0.8603447493389629,0.2620282018136999,8518
Home,Alone,Sunny,81.55204802246215,6PM,2h,Male,31,Married partner,-0.024637995936090288,Bachelors degree,Management,$87500 - $99999,,0,-1.134415914609598,2,0.014408999743333305,1.5784888480130512,0.5514274476081744,8519
No Urgent Place,Friend(s),Sunny,29.645943680790268,10PM,1d,Female,below21,Unmarried partner,0.04742048513040189,Some college - no degree,Student,$100000 or More,,0,0.2777404427153245,0,0.4975338357452971,0.7786364670577515,0.6775747065537367,8520
Work,Alone,Sunny,83.08949989391101,7AM,1d,Male,26,Single,-0.018581463815627232,Bachelors degree,Sales & Related,$75000 - $87499,,0,0.4609331379769774,1,0.528097753520689,1.6258454537314624,0.5846526571262556,8521
No Urgent Place,Partner,Snowy,29.938891454899736,2PM,2h,Female,below21,Married partner,-0.0016188767412927414,Some college - no degree,Healthcare Support,Less than $12500,,0,-0.5436180219478969,3,0.22834198509082904,0.4889970145002858,0.08891150223146405,8522
No Urgent Place,Alone,Sunny,79.87651900983302,6PM,2h,Male,21,Single,-0.02960522039294253,Bachelors degree,Student,$62500 - $74999,,1,-1.2764470647307424,1,0.25567991386686406,2.426083199098988,0.5639604538624475,8523
Home,Friend(s),Sunny,54.80960253338753,2PM,2h,Female,46,Single,-0.003667997816354921,Some college - no degree,Sales & Related,$25000 - $37499,,0,0.4292169845745828,2,0.12002304886388618,0.21393647718651085,0.04227946290780671,8524
Home,Friend(s),Sunny,30.93777282827007,10PM,1d,Male,41,Unmarried partner,0.001990522769603641,Graduate degree (Masters or Doctorate),Retired,$50000 - $62499,,1,-0.4847941055584557,2,0.25315557264313493,0.8332235149670578,0.5599903250168838,8525
Work,Alone,Snowy,53.22921811298696,7AM,1d,Male,below21,Unmarried partner,-0.021190943851975286,Bachelors degree,Community & Social Services,$62500 - $74999,,0,1.4460397065254755,0,0.18600407607520023,1.016720402613358,0.7648641582220267,8526
Work,Alone,Sunny,55.6294095352273,7AM,1d,Male,41,Single,0.00910209412003369,Some college - no degree,Unemployed,$75000 - $87499,,1,-0.6807377912605123,2,0.37059091612316036,0.7937537657430315,0.9248433270302004,8527
No Urgent Place,Kid(s),Sunny,79.67646525536179,10AM,1d,Male,26,Married partner,1.0115737411644818,Bachelors degree,Computer & Mathematical,$87500 - $99999,Mazda5,0,0.7360177206710063,0,0.5719841049463045,1.552458228011535,0.6729766560691509,8528
Home,Friend(s),Sunny,79.44731218997569,2PM,1d,Male,31,Divorced,-0.046911739719913796,Some High School,Computer & Mathematical,$25000 - $37499,,0,-1.797253733317877,3,0.40981917211362784,1.366583226905994,0.729342267470941,8529
Home,Alone,Sunny,80.37933004986185,6PM,1d,Female,50plus,Single,-0.0032898627583675083,Graduate degree (Masters or Doctorate),Sales & Related,Less than $12500,crossover,1,0.268168480183079,0,0.5730765329787215,1.5203298826934608,0.10851319495207046,8530
Work,Alone,Sunny,55.5306702170136,7AM,2h,Male,50plus,Married partner,1.0063546725728993,Some college - no degree,Retired,$87500 - $99999,,0,2.7686402016169063,1,0.028908010565530648,0.6809460733654864,0.24422524499600795,8531
No Urgent Place,Alone,Sunny,81.60957818911552,10AM,2h,Female,31,Unmarried partner,0.984765812918814,Some college - no degree,Computer & Mathematical,$62500 - $74999,,0,-0.12807964810533978,0,0.2174639535031975,0.717674842335283,0.1330934319760968,8532
No Urgent Place,Friend(s),Sunny,78.47177421310056,6PM,2h,Male,36,Single,0.02459500582651071,Bachelors degree,Business & Financial,$100000 or More,,1,0.0036555530199179117,1,0.376382711770215,0.6236782255650141,0.8076500261344886,8533
Home,Alone,Sunny,80.96325268904694,10PM,1d,Female,50plus,Married partner,1.0007349543388668,Bachelors degree,Legal,$25000 - $37499,,1,-1.0958121771227356,0,0.08316590379357498,0.31522359439004266,0.6423790299814037,8534
Work,Alone,Sunny,54.22464184578047,7AM,1d,Female,26,Married partner,1.0190686941937126,Bachelors degree,Architecture & Engineering,$37500 - $49999,crossover,0,-0.6692015120893867,0,0.5213161880223097,2.1380191483149,0.06803715882839112,8535
No Urgent Place,Partner,Rainy,54.402378189530275,10AM,2h,Female,31,Single,0.010029633610543025,Some college - no degree,Healthcare Support,$87500 - $99999,,1,-0.792483248878027,1,0.27926447902483703,0.11651449390338067,0.5502713818285172,8536
Home,Alone,Snowy,29.465813232971566,10PM,1d,Female,26,Single,0.0198016762604548,Bachelors degree,Unemployed,$25000 - $37499,,1,-0.5067216400705925,3,0.2148717745957285,0.43382914268337563,0.220425628817976,8537
Home,Alone,Sunny,80.10750531946768,10PM,1d,Female,21,Single,0.03250692400791091,High School Graduate,Life Physical Social Science,$37500 - $49999,,0,0.4152348601391522,0,0.2997236549999449,0.7070906111700739,0.2061987738121115,8538
No Urgent Place,Friend(s),Snowy,29.802788552667593,2PM,2h,Female,50plus,Married partner,1.0089894761750426,Bachelors degree,Unemployed,$37500 - $49999,,1,-1.536388085187325,3,0.25460872642485527,0.7410069925559625,0.6006426713577495,8539
No Urgent Place,Partner,Sunny,54.772283262635426,10AM,2h,Male,below21,Single,0.046362874650863244,Some college - no degree,Student,$25000 - $37499,Scooter and motorcycle,0,-1.1970123533890284,3,0.0609352740136086,0.6422107857010461,0.7379476434594443,8540
No Urgent Place,Friend(s),Sunny,81.1941754591843,10AM,2h,Female,41,Unmarried partner,-0.015403746952119865,Some college - no degree,Food Preparation & Serving Related,$25000 - $37499,Car that is too old to install Onstar :D,1,-0.6964011780169429,3,0.20382643011398283,0.5231844069853169,0.03418670108130151,8541
Home,Alone,Sunny,81.49452944512991,6PM,2h,Female,31,Unmarried partner,0.9759850829340977,Some High School,Education&Training&Library,$37500 - $49999,,0,-1.533084651673166,1,0.12947737017119382,0.7362542888259982,0.18214294501376693,8542
Home,Alone,Sunny,55.078717087624426,10PM,1d,Female,31,Married partner,0.9976058833768578,Graduate degree (Masters or Doctorate),Healthcare Support,$62500 - $74999,,1,-0.28058318412325195,2,0.39927560279371194,1.1697634606765301,0.674715569585366,8543
No Urgent Place,Friend(s),Sunny,79.46412760273101,6PM,2h,Female,21,Single,0.005441841478892347,Bachelors degree,Student,$25000 - $37499,,0,0.3796665711891256,2,0.14044381515449017,1.0145041118306306,0.4186406658785996,8544
